topic,from_perc,to_prec,change_perc,year
katteallikas katteallikaid katteallikat,0.199,0.179,-10.398,2017 vs 2018
viirust vaktsineeritud viiruse,0.105,0.089,-14.878,2017 vs 2018
salvestisi salvestised salvestiste,0.525,0.485,-7.582,2017 vs 2018
kinnitamise paevakorra paevakord,0.472,0.434,-8.123,2017 vs 2018
operatsioonil sojalisel panustamisel,0.094,0.077,-18.932,2017 vs 2018
suuria euroopasse turgis,0.094,0.077,-18.932,2017 vs 2018
riigikontrolor karis riigikontrolori,0.094,0.077,-18.932,2017 vs 2018
kala kalurid kalurite,0.178,0.153,-14.163,2017 vs 2018
voidusamba vabadussoja uurimiskomisjon,0.021,0.013,-39.199,2017 vs 2018
ene ergma aplaus,0.021,0.013,-39.199,2017 vs 2018
lasteaia lasteaias lasteaiakoha,0.451,0.408,-9.505,2017 vs 2018
ooteala piiriuletuse piiripunkti,0.052,0.038,-27.039,2017 vs 2018
kaitsekulud kaitsekulutused kaitsekulude,0.126,0.102,-18.932,2017 vs 2018
noukogudesse ariuhingute noukogudes,0.535,0.485,-9.394,2017 vs 2018
kinnisasja maad maa,0.661,0.6,-9.281,2017 vs 2018
joustumine joustuma joustada,0.609,0.549,-9.846,2017 vs 2018
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.115,0.089,-22.617,2017 vs 2018
otsevalimise presidenti presidendi,0.367,0.319,-13.141,2017 vs 2018
oigusloome oigusloomes oiguspoliitika,0.304,0.255,-16.136,2017 vs 2018
koolilouna koolitoidu koolitoit,0.105,0.077,-27.039,2017 vs 2018
kasvavad tuleval kasv,0.178,0.14,-21.316,2017 vs 2018
kaitseliit kaitseliidule kaitseliidu,0.598,0.523,-12.532,2017 vs 2018
leping ratifitseerida lepinguga,0.504,0.434,-13.865,2017 vs 2018
muugimaksu muugimaks paadimaksu,0.084,0.0,-99.848,2017 vs 2018
tootuna arvele ariuhingu,0.105,0.0,-99.878,2017 vs 2018
salastatud valisteabe riigisaladuse,0.063,0.038,-39.199,2017 vs 2018
objekti anu raua,0.126,0.089,-29.065,2017 vs 2018
ametipalkade riigiteenijate korgemate,0.157,0.0,-99.919,2017 vs 2018
iive sundimus iibe,0.514,0.434,-15.623,2017 vs 2018
lipud lippude lipp,0.031,0.013,-59.466,2017 vs 2018
president ilves presidendi,0.052,0.026,-51.359,2017 vs 2018
valimiskomisjon proteste valimiskasti,0.136,0.089,-34.522,2017 vs 2018
liitlaste ohutorje keskmaa,0.273,0.204,-25.168,2017 vs 2018
rahapesu terrorismi andmeburoo,0.199,0.14,-29.599,2017 vs 2018
ugri rahvaste polisrahvaste,0.126,0.077,-39.199,2017 vs 2018
riigireformi riigireformist riigireform,0.766,0.638,-16.711,2017 vs 2018
kolledz kolledzi turi,0.094,0.051,-45.954,2017 vs 2018
tervist tervis tervisega,0.094,0.051,-45.954,2017 vs 2018
rahvaalgatuse rahvaalgatus rahvahaaletus,0.094,0.051,-45.954,2017 vs 2018
samba sammas sambasse,0.462,0.357,-22.617,2017 vs 2018
energiaagentuur agentuuri agentuur,0.042,0.013,-69.599,2017 vs 2018
lapsetoetust lapsetoetus lapsetoetuse,0.451,0.345,-23.645,2017 vs 2018
rahvuse rahvust rahvusriik,0.934,0.778,-16.655,2017 vs 2018
varude varud varu,0.115,0.064,-44.726,2017 vs 2018
valimisea valimisiga valimisoiguse,0.136,0.077,-43.876,2017 vs 2018
kauguhendus avaksite ettekandjalt,0.189,0.115,-39.199,2017 vs 2018
inflatsiooni inflatsioon hinnatous,0.105,0.051,-51.359,2017 vs 2018
miili baasvorgu lairiba,0.367,0.255,-30.513,2017 vs 2018
post posti omniva,0.073,0.026,-65.256,2017 vs 2018
lng terminali gaasi,0.147,0.077,-47.885,2017 vs 2018
hambaravi hammaste hambad,0.094,0.038,-59.466,2017 vs 2018
lahususe voimude lahusus,0.378,0.255,-32.443,2017 vs 2018
seksuaalse vangistusega vaarkohtlemise,0.136,0.064,-53.23,2017 vs 2018
kandideerima ametikohale kandidaatide,0.189,0.102,-45.954,2017 vs 2018
teadus teaduse arendustegevuse,1.322,1.072,-18.932,2017 vs 2018
vee monopolide veeteenuse,0.063,0.013,-79.733,2017 vs 2018
tooandja tervisesse maksuvabalt,0.21,0.115,-45.279,2017 vs 2018
aituma infotundi jahimehed,0.388,0.255,-34.269,2017 vs 2018
inimarengu aruanne aruandes,0.325,0.204,-37.237,2017 vs 2018
arengufond arengufondi arengufondis,0.955,0.74,-22.495,2017 vs 2018
erimargistatud kutust kutuse,0.178,0.089,-49.928,2017 vs 2018
eelarvele kulude riigieelarvele,0.283,0.166,-41.451,2017 vs 2018
toovoimereformi toovoimega toovoimereform,0.325,0.191,-41.16,2017 vs 2018
soita jalakaija konniteel,0.504,0.332,-34.132,2017 vs 2018
riigiabi komisjonilt loa,0.409,0.255,-37.64,2017 vs 2018
oppelaenu sugava puudega,0.21,0.102,-51.359,2017 vs 2018
piirikontrolli schengeni valispiiri,0.178,0.077,-57.081,2017 vs 2018
valijate erakonda valijaid,0.609,0.408,-32.909,2017 vs 2018
haale valimispaeval valimiste,0.913,0.664,-27.318,2017 vs 2018
matusetoetust matusetoetus matusetoetuse,0.094,0.013,-86.489,2017 vs 2018
tsernoboli represseeritud oigusvastaselt,0.094,0.013,-86.489,2017 vs 2018
huvigruppe huvigruppide kaasatud,0.86,0.6,-30.301,2017 vs 2018
hoone rkas hoonet,0.661,0.434,-34.373,2017 vs 2018
riigimetsa majandamise noukokku,0.136,0.038,-71.938,2017 vs 2018
hanke hankija riigihangete,0.682,0.447,-34.522,2017 vs 2018
toonadalal istungid taiendaval,0.766,0.51,-33.369,2017 vs 2018
lae korgepalgaliste lagi,0.168,0.051,-69.599,2017 vs 2018
id mobiil kaardi,0.462,0.255,-44.726,2017 vs 2018
tulubaasi omavalitsustele omavalitsuste,0.63,0.383,-39.199,2017 vs 2018
valimisliitude volikogusse volikokku,2.151,1.684,-21.7,2017 vs 2018
fie fuusilisest isikust,0.283,0.115,-59.466,2017 vs 2018
koolis kooli opilased,3.956,3.279,-17.104,2017 vs 2018
hansson ardo panga,0.315,0.128,-59.466,2017 vs 2018
sigade katku katk,0.241,0.077,-68.278,2017 vs 2018
korterelamute kortermajade kredexi,0.378,0.153,-59.466,2017 vs 2018
ootuse oigusparase oiguskindluse,0.283,0.089,-68.473,2017 vs 2018
rongi rongide rongid,0.231,0.051,-77.89,2017 vs 2018
talupidajate kaubanduskoja kaubanduskoda,0.231,0.051,-77.89,2017 vs 2018
kutsehariduse kutseharidus kutsehariduses,0.693,0.37,-46.569,2017 vs 2018
jaatmeid liigiti prugi,0.336,0.115,-65.799,2017 vs 2018
muraste kase kompleksi,0.22,0.038,-82.628,2017 vs 2018
vagivallale vihakone ohutamine,1.06,0.638,-39.801,2017 vs 2018
piirivalve valvamise valvamine,0.367,0.128,-65.256,2017 vs 2018
valispoliitika valispoliitikas diplomaatia,0.839,0.434,-48.319,2017 vs 2018
piima toorpiima toodangut,0.661,0.293,-55.605,2017 vs 2018
alkoholi kange lahja,3.316,2.45,-26.115,2017 vs 2018
huvihariduse huvitegevuse huviharidus,0.399,0.089,-77.6,2017 vs 2018
tulumaksuvaba maksususteemi tulumaksu,1.616,0.957,-40.778,2017 vs 2018
loomi loomade loomad,0.808,0.345,-57.36,2017 vs 2018
kohanimenoukogu vonnu mulgi,0.525,0.026,-95.136,2017 vs 2018
abielu kooselu samasooliste,0.63,0.166,-73.653,2017 vs 2018
ulejaagis struktuurses struktuurse,2.655,1.633,-38.478,2017 vs 2018
maksuamet tolliamet tolliameti,1.186,0.51,-56.955,2017 vs 2018
vaikesaarte saarte pusiasustusega,0.577,0.102,-82.312,2017 vs 2018
magustatud suhkrut joogi,1.354,0.013,-99.057,2017 vs 2018
teekasutustasu autode autod,0.735,0.191,-73.942,2017 vs 2018
reklaami reklaam alkoholireklaam,0.598,0.064,-89.333,2017 vs 2018
maavalitsuste maavalitsused maakonna,1.605,0.345,-78.541,2017 vs 2018
metsa metsade mets,2.288,0.676,-70.436,2017 vs 2018
rail trassi balticu,2.434,0.587,-75.889,2017 vs 2018
vallaga vald sauga,2.76,0.715,-74.107,2017 vs 2018
jarviku jarvik maaeluministri,0.612,4.448,626.286,2018 vs 2019
samba sammas sambasse,0.357,3.713,939.225,2018 vs 2019
pensionitous pensionitousu pension,0.549,2.278,315.176,2018 vs 2019
koolis kooli opilased,3.279,5.112,55.887,2018 vs 2019
kodakondsust kodakondsuse kodanikuks,1.327,2.601,95.989,2018 vs 2019
oigusriik oigusriigi oigusriigist,0.383,1.22,218.629,2018 vs 2019
opositsioonis koalitsiooni opositsiooni,1.314,2.35,78.785,2018 vs 2019
volitust kaasuses jarvik,0.153,0.7,356.857,2018 vs 2019
korterelamute kortermajade kredexi,0.153,0.646,321.715,2018 vs 2019
toonadalal istungid taiendaval,0.51,1.166,128.429,2018 vs 2019
maantee neljarealiseks ppp,0.306,0.861,181.143,2018 vs 2019
opositsiooni koalitsioonil opositsioonil,0.332,0.861,159.517,2018 vs 2019
alkoholi kange lahja,2.45,3.534,44.232,2018 vs 2019
lipud lippude lipp,0.013,0.735,5663.432,2018 vs 2019
tulumaksuvaba maksususteemi tulumaksu,0.957,1.668,74.309,2018 vs 2019
riigiloivude riigiloivud riigiloivu,0.128,0.502,293.6,2018 vs 2019
palgatousu opetajate palgatous,0.804,1.435,78.503,2018 vs 2019
huvigruppe huvigruppide kaasatud,0.6,1.076,79.453,2018 vs 2019
abielu kooselu samasooliste,0.166,0.466,181.143,2018 vs 2019
treenerite spordi sport,0.357,0.717,100.816,2018 vs 2019
pensionifondide pensionifondid fondid,0.472,0.861,82.363,2018 vs 2019
valispoliitika valispoliitikas diplomaatia,0.434,0.807,86.051,2018 vs 2019
vaesuses suhtelises vaesuse,0.153,0.413,169.429,2018 vs 2019
kauguhendus avaksite ettekandjalt,0.115,0.341,196.762,2018 vs 2019
kaitsekulud kaitsekulutused kaitsekulude,0.102,0.305,198.714,2018 vs 2019
oiglase virumaale ulemineku,0.14,0.359,155.585,2018 vs 2019
kandidaadi kandidaati kandidaat,0.217,0.466,114.992,2018 vs 2019
skais arendused infosusteemide,0.459,0.789,71.81,2018 vs 2019
post posti omniva,0.026,0.179,602.858,2018 vs 2019
kontroll kohaloleku registreeris,0.077,0.251,228.0,2018 vs 2019
katteallikas katteallikaid katteallikat,0.179,0.395,120.898,2018 vs 2019
liitlaste ohutorje keskmaa,0.204,0.43,110.857,2018 vs 2019
rongi rongide rongid,0.051,0.197,286.572,2018 vs 2019
aasia aasias saatkonna,0.345,0.61,77.016,2018 vs 2019
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.089,0.251,181.143,2018 vs 2019
virumaale virumaa toostusalade,0.549,0.861,56.917,2018 vs 2019
vagivallale vihakone ohutamine,0.638,0.969,51.817,2018 vs 2019
rahapesu terrorismi andmeburoo,0.14,0.323,130.026,2018 vs 2019
louis freeh kremli,0.191,0.395,106.172,2018 vs 2019
president ilves presidendi,0.026,0.143,462.286,2018 vs 2019
viirust vaktsineeritud viiruse,0.089,0.233,161.061,2018 vs 2019
elatisraha elatisabi elatise,0.102,0.251,146.0,2018 vs 2019
mes maale maaelu,0.128,0.269,110.857,2018 vs 2019
arengukavad arengukavade pohialuste,0.906,1.22,34.632,2018 vs 2019
salastatud valisteabe riigisaladuse,0.038,0.126,228.0,2018 vs 2019
kasvavad tuleval kasv,0.14,0.269,91.688,2018 vs 2019
valimisea valimisiga valimisoiguse,0.077,0.179,134.286,2018 vs 2019
jaatmeid liigiti prugi,0.115,0.233,103.048,2018 vs 2019
lahususe voimude lahusus,0.255,0.413,61.657,2018 vs 2019
loomi loomade loomad,0.345,0.52,50.984,2018 vs 2019
magustatud suhkrut joogi,0.013,0.072,462.286,2018 vs 2019
apteeke apteegid apteekide,0.919,1.166,26.905,2018 vs 2019
riigiabi komisjonilt loa,0.255,0.395,54.629,2018 vs 2019
korteriuhistu korteriomanike korteriuhistute,0.051,0.126,146.0,2018 vs 2019
ammendumiseni kaheni pikendada,0.293,0.413,40.572,2018 vs 2019
kolledz kolledzi turi,0.051,0.108,110.857,2018 vs 2019
ajakirjandus ajakirjanduse ajakirjandust,0.587,0.735,25.292,2018 vs 2019
teenistuse teenistuses avalikus,0.242,0.341,40.572,2018 vs 2019
fie fuusilisest isikust,0.115,0.179,56.191,2018 vs 2019
valijate erakonda valijaid,0.408,0.52,27.393,2018 vs 2019
objekti anu raua,0.089,0.143,60.653,2018 vs 2019
reklaami reklaam alkoholireklaam,0.064,0.108,68.686,2018 vs 2019
inflatsiooni inflatsioon hinnatous,0.051,0.09,75.714,2018 vs 2019
ene ergma aplaus,0.013,0.036,181.143,2018 vs 2019
haalte kandidaatidele haaletamisest,0.038,0.072,87.429,2018 vs 2019
teadus teaduse arendustegevuse,1.072,1.22,13.796,2018 vs 2019
psuhhiaatri alaealine psuhhiaatrilist,0.408,0.502,23.0,2018 vs 2019
annetus erjk annetuse,0.217,0.287,32.303,2018 vs 2019
kontrollin haaled kandidaadi,0.026,0.054,110.857,2018 vs 2019
majandusaasta koondaruanne raamatupidamise,0.204,0.269,31.786,2018 vs 2019
piirilepingu piirileping piirilepingut,0.332,0.413,24.352,2018 vs 2019
kodualuse maamaksu maamaksust,0.128,0.179,40.572,2018 vs 2019
uliopilased uliopilastele uliopilaste,1.11,1.238,11.488,2018 vs 2019
erimargistatud kutust kutuse,0.089,0.126,40.572,2018 vs 2019
huvihariduse huvitegevuse huviharidus,0.089,0.126,40.572,2018 vs 2019
operatsioonil sojalisel panustamisel,0.077,0.108,40.572,2018 vs 2019
leping ratifitseerida lepinguga,0.434,0.502,15.765,2018 vs 2019
tarbijakaitse amet ametile,0.14,0.179,27.792,2018 vs 2019
hiv narkomaania epideemia,0.064,0.09,40.572,2018 vs 2019
liibanonis missioonil pikendamine,0.51,0.574,12.457,2018 vs 2019
laari laar kandidatuuri,0.242,0.287,18.376,2018 vs 2019
talupidajate kaubanduskoja kaubanduskoda,0.051,0.072,40.572,2018 vs 2019
tervist tervis tervisega,0.051,0.072,40.572,2018 vs 2019
koondaruande majandusaasta koondaruanne,0.051,0.072,40.572,2018 vs 2019
vabatahtlike komandode paasteameti,0.345,0.395,14.54,2018 vs 2019
joustumine joustuma joustada,0.549,0.61,11.15,2018 vs 2019
ametipalkade riigiteenijate korgemate,0.0,0.018,13957.15,2018 vs 2019
muugimaksu muugimaks paadimaksu,0.0,0.018,13957.15,2018 vs 2019
kaasne lisakulutusi riigieelarvele,0.383,0.43,12.457,2018 vs 2019
muraste kase kompleksi,0.038,0.054,40.572,2018 vs 2019
id mobiil kaardi,0.255,0.287,12.457,2018 vs 2019
sigade katku katk,0.077,0.09,17.143,2018 vs 2019
voidusamba vabadussoja uurimiskomisjon,0.013,0.018,40.572,2018 vs 2019
kandidaati kandidaat valituks,0.217,0.233,7.496,2018 vs 2019
teatri teater rahvusooper,0.115,0.126,9.333,2018 vs 2019
tapsustatakse ajakohastatakse nouete,0.447,0.466,4.425,2018 vs 2019
hadaolukorda eriolukord eriolukorra,0.191,0.197,3.086,2018 vs 2019
lisaeelarve lisaeelarves lisaeelarvega,0.051,0.054,5.429,2018 vs 2019
rahvaalgatuse rahvaalgatus rahvahaaletus,0.051,0.054,5.429,2018 vs 2019
lae korgepalgaliste lagi,0.051,0.054,5.429,2018 vs 2019
estonian air airi,0.051,0.054,5.429,2018 vs 2019
utah jordaania energia,0.14,0.143,2.234,2018 vs 2019
tootuna arvele ariuhingu,0.0,0.0,40.572,2018 vs 2019
valimiskomisjon proteste valimiskasti,0.089,0.09,0.408,2018 vs 2019
hansson ardo panga,0.128,0.126,-1.6,2018 vs 2019
kantsler kantsleri riigisekretar,0.345,0.341,-1.079,2018 vs 2019
ooteala piiriuletuse piiripunkti,0.038,0.036,-6.286,2018 vs 2019
krimmi agressiooni ukraina,0.983,0.969,-1.417,2018 vs 2019
inimarengu aruanne aruandes,0.204,0.197,-3.357,2018 vs 2019
eelarves riigieelarves reservist,1.238,1.22,-1.455,2018 vs 2019
rail trassi balticu,0.587,0.574,-2.211,2018 vs 2019
koolilouna koolitoidu koolitoit,0.077,0.072,-6.286,2018 vs 2019
deklaratsiooni deklaratsioone deklaratsioonis,0.115,0.108,-6.286,2018 vs 2019
otsevalimise presidenti presidendi,0.319,0.305,-4.411,2018 vs 2019
salvestisi salvestised salvestiste,0.485,0.466,-3.819,2018 vs 2019
jahimehed jahimeeste jahti,0.191,0.179,-6.286,2018 vs 2019
rahvuse rahvust rahvusriik,0.778,0.753,-3.213,2018 vs 2019
untso missioonide liikmesusest,0.51,0.484,-5.114,2018 vs 2019
valismaale valjarande valjaranne,0.345,0.323,-6.286,2018 vs 2019
vaikesaarte saarte pusiasustusega,0.102,0.09,-12.143,2018 vs 2019
kandideerima ametikohale kandidaatide,0.102,0.09,-12.143,2018 vs 2019
soita jalakaija konniteel,0.332,0.305,-8.088,2018 vs 2019
kohtla jarve johvi,0.332,0.305,-8.088,2018 vs 2019
kohanimenoukogu vonnu mulgi,0.026,0.018,-29.714,2018 vs 2019
koosoleku elektrooniline koosolekut,0.026,0.018,-29.714,2018 vs 2019
eelarvele kulude riigieelarvele,0.166,0.143,-13.494,2018 vs 2019
piirivalve valvamise valvamine,0.128,0.108,-15.657,2018 vs 2019
ulejaagis struktuurses struktuurse,1.633,1.561,-4.455,2018 vs 2019
riigireformi riigireformist riigireform,0.638,0.592,-7.223,2018 vs 2019
kohtunike kohtususteem kohtuniku,1.085,1.022,-5.734,2018 vs 2019
ootuse oigusparase oiguskindluse,0.089,0.072,-19.673,2018 vs 2019
toovoimereformi toovoimega toovoimereform,0.191,0.161,-15.657,2018 vs 2019
domeenide domeeni interneti,0.051,0.036,-29.714,2018 vs 2019
sularaha kommertspangad pangad,0.115,0.09,-21.905,2018 vs 2019
nord stream streami,0.115,0.09,-21.905,2018 vs 2019
tooandja tervisesse maksuvabalt,0.115,0.09,-21.905,2018 vs 2019
tsernoboli represseeritud oigusvastaselt,0.013,0.0,-98.594,2018 vs 2019
vee monopolide veeteenuse,0.013,0.0,-98.594,2018 vs 2019
matusetoetust matusetoetus matusetoetuse,0.013,0.0,-98.594,2018 vs 2019
energiaagentuur agentuuri agentuur,0.013,0.0,-98.594,2018 vs 2019
tulubaasi tasandusfondi tulumaksuosa,0.332,0.287,-13.494,2018 vs 2019
miili baasvorgu lairiba,0.255,0.215,-15.657,2018 vs 2019
riigikontrolor karis riigikontrolori,0.077,0.054,-29.714,2018 vs 2019
koneleja konsensuslikud repliigi,0.077,0.054,-29.714,2018 vs 2019
hoone rkas hoonet,0.434,0.377,-13.176,2018 vs 2019
lipu laevu kaubalaeva,0.612,0.538,-12.143,2018 vs 2019
vagivalla naistevastase perevagivalla,0.383,0.323,-15.657,2018 vs 2019
haiguspaevade haiguspaevi haiguspaeva,0.038,0.0,-99.531,2018 vs 2019
memorandumi moistmise memorandum,0.038,0.0,-99.531,2018 vs 2019
riigimetsa majandamise noukokku,0.038,0.0,-99.531,2018 vs 2019
oppelaenu sugava puudega,0.102,0.072,-29.714,2018 vs 2019
teede teehoiuks teedele,0.23,0.179,-21.905,2018 vs 2019
suuria euroopasse turgis,0.077,0.0,-99.766,2018 vs 2019
keeleoskust oskuse keeleoskuse,0.332,0.269,-18.901,2018 vs 2019
maksuamet tolliamet tolliameti,0.51,0.43,-15.657,2018 vs 2019
aardla pria pealtnagija,0.089,0.0,-99.799,2018 vs 2019
ulikooliga kbfi instituudi,0.293,0.233,-20.547,2018 vs 2019
hambaravi hammaste hambad,0.038,0.018,-53.143,2018 vs 2019
kinnitamise paevakorra paevakord,0.434,0.359,-17.311,2018 vs 2019
tootuli lepitaja ametiuhingute,0.102,0.0,-99.824,2018 vs 2019
riigikontrolli auditi auditit,0.536,0.448,-16.326,2018 vs 2019
haaletamissedel haaletamiskasti sedeli,0.089,0.054,-39.755,2018 vs 2019
tulubaasi omavalitsustele omavalitsuste,0.383,0.305,-20.343,2018 vs 2019
est kavatsuste for,0.408,0.0,-99.956,2018 vs 2019
prokuratuur prokuratuuri prokuror,1.518,1.345,-11.405,2018 vs 2019
volakirjade keskpank volakirju,0.396,0.305,-22.912,2018 vs 2019
keskkonnaameti uhendamine uhendamise,0.6,0.484,-19.246,2018 vs 2019
normitehnika mojude eeskiri,0.459,0.359,-21.905,2018 vs 2019
valitsemisalade katteallikaks riigieelarves,0.077,0.036,-53.143,2018 vs 2019
lng terminali gaasi,0.077,0.036,-53.143,2018 vs 2019
ugri rahvaste polisrahvaste,0.077,0.036,-53.143,2018 vs 2019
poolte kokkuleppel huvitise,0.217,0.143,-33.849,2018 vs 2019
kusija vastaja vastasin,0.153,0.09,-41.429,2018 vs 2019
iive sundimus iibe,0.434,0.323,-25.58,2018 vs 2019
efsf esm kreekale,0.447,0.323,-27.706,2018 vs 2019
aituma infotundi jahimehed,0.255,0.161,-36.743,2018 vs 2019
oigusloome oigusloomes oiguspoliitika,0.255,0.161,-36.743,2018 vs 2019
jalitustegevuse jalitustoimingu sideandmete,0.115,0.054,-53.143,2018 vs 2019
lapsetoetust lapsetoetus lapsetoetuse,0.345,0.233,-32.317,2018 vs 2019
abipolitseinik abipolitseiniku abipolitseinike,0.14,0.072,-48.883,2018 vs 2019
hoiu pangad pankade,0.166,0.09,-45.934,2018 vs 2019
seksuaalse vangistusega vaarkohtlemise,0.064,0.018,-71.886,2018 vs 2019
varude varud varu,0.064,0.018,-71.886,2018 vs 2019
kulukuse krediidi kiirlaenude,0.064,0.018,-71.886,2018 vs 2019
kutsehariduse kutseharidus kutsehariduses,0.37,0.251,-32.138,2018 vs 2019
uuring uuringut uuringu,0.459,0.323,-29.714,2018 vs 2019
valdkonnad laekumisest fikseeritakse,0.217,0.126,-42.118,2018 vs 2019
muundatud geneetiliselt gmo,0.153,0.072,-53.143,2018 vs 2019
pollumeestele pollumehi pollumehed,0.931,0.717,-22.975,2018 vs 2019
erso teatri kontserdi,0.077,0.018,-76.571,2018 vs 2019
piirikontrolli schengeni valispiiri,0.077,0.018,-76.571,2018 vs 2019
metsa metsade mets,0.676,0.484,-28.388,2018 vs 2019
ts parvlaeva parvlaevad,0.485,0.323,-33.413,2018 vs 2019
pohiseadusega riigikohus oiguskantsler,0.727,0.52,-28.481,2018 vs 2019
riigipalgaliste riigisektoris koondada,0.6,0.413,-31.21,2018 vs 2019
korrata stenogrammist vabandan,0.115,0.036,-68.762,2018 vs 2019
kaitseliit kaitseliidule kaitseliidu,0.523,0.341,-34.857,2018 vs 2019
tootuid tootute tootu,0.23,0.108,-53.143,2018 vs 2019
raamatukogu pimedate raamatukogude,0.179,0.072,-59.837,2018 vs 2019
direktiivi direktiiv ulevotmise,0.842,0.592,-29.714,2018 vs 2019
lasteaia lasteaias lasteaiakoha,0.408,0.233,-42.893,2018 vs 2019
tooandja tooandjal tootaja,0.268,0.126,-53.143,2018 vs 2019
pensioni pension sammas,0.88,0.61,-30.733,2018 vs 2019
eripensioni valjateenitud staazi,0.166,0.054,-67.56,2018 vs 2019
puude raskusastme puuet,0.281,0.126,-55.273,2018 vs 2019
arengufond arengufondi arengufondis,0.74,0.466,-36.985,2018 vs 2019
annetused annetusi annetuste,0.217,0.072,-66.924,2018 vs 2019
slovakkia ungari portugal,0.778,0.484,-37.78,2018 vs 2019
liiklussurmade liikluses hukkunute,0.255,0.09,-64.857,2018 vs 2019
kala kalurid kalurite,0.153,0.018,-88.286,2018 vs 2019
taanis saksamaal hollandis,0.549,0.287,-47.694,2018 vs 2019
korruptsiooni korruptsioon korruptsiooniga,0.306,0.108,-64.857,2018 vs 2019
vallaga vald sauga,0.715,0.395,-44.775,2018 vs 2019
vanemahuvitist vanemahuvitise vanemahuvitis,0.472,0.215,-54.409,2018 vs 2019
teekasutustasu autode autod,0.191,0.018,-90.629,2018 vs 2019
kohtutaiturite kohtutaitur kohtutaituri,0.447,0.197,-55.82,2018 vs 2019
tantsupeo laulu traditsiooni,0.421,0.179,-57.403,2018 vs 2019
missiooni missioonile missioon,1.199,0.771,-35.696,2018 vs 2019
moisteid moiste moisted,0.727,0.395,-45.744,2018 vs 2019
planeeringu keskkonnamoju keskkonnamojude,0.268,0.072,-73.224,2018 vs 2019
kusimusena tahtsa tahtsusega,0.268,0.072,-73.224,2018 vs 2019
noukogudesse ariuhingute noukogudes,0.485,0.215,-55.609,2018 vs 2019
ametiuhingute tooandjate keskliit,0.523,0.233,-55.429,2018 vs 2019
kinnisasja maad maa,0.6,0.287,-52.146,2018 vs 2019
pensioniiga pensioniea eluiga,0.447,0.179,-59.837,2018 vs 2019
